filename,attractiveness_score
100.jpg,2.646087884902954
101.jpg,2.8163585662841797
102.jpg,2.23665452003479
103.jpg,2.3109776973724365
104.jpg,2.3971807956695557
105.jpg,2.144444465637207
106.jpg,2.771439552307129
107.jpg,2.754913091659546
108.jpg,2.521193027496338
109.jpg,2.2718751430511475
110.jpg,2.7239551544189453
111.jpg,2.4771780967712402
112.jpg,2.7894887924194336
113.jpg,3.147754669189453
114.jpg,3.3504600524902344
115.jpg,2.8647501468658447
116.jpg,3.1374056339263916
117.jpg,2.6525182723999023
118.jpg,2.152322292327881
119.jpg,2.681420087814331
120.jpg,3.146479368209839
121.jpg,3.035339832305908
122.jpg,3.245603561401367
123.jpg,2.7376151084899902
125.jpg,3.0262036323547363
126.jpg,3.370812177658081
127.jpg,3.319296360015869
128.jpg,3.144728183746338
129.jpg,3.131854772567749
130.jpg,3.3557097911834717
131.jpg,2.558825731277466
132.jpg,2.7862021923065186
133.jpg,2.6628024578094482
135.jpg,2.824615955352783
136.jpg,3.076443672180176
137.jpg,2.9853594303131104
138.jpg,3.212594747543335
139.jpg,3.1972339153289795
140.jpg,3.0588595867156982
141.jpg,3.1255576610565186
142.jpg,2.3260865211486816
143.jpg,2.1054701805114746
144.jpg,1.8747557401657104
145.jpg,2.356224298477173
146.jpg,2.6119449138641357
147.jpg,2.1829569339752197
148.jpg,2.311084747314453
149.jpg,2.9128825664520264
150.jpg,3.2516558170318604
151.jpg,2.775578498840332
152.jpg,2.6802992820739746
153.jpg,2.290762424468994
154.jpg,2.007882595062256
155.jpg,2.9015378952026367
156.jpg,2.9651429653167725
157.jpg,3.122453212738037
158.jpg,3.0882251262664795
159.jpg,3.346989870071411
160.jpg,2.9381566047668457
161.jpg,3.013655185699463
162.jpg,2.8980872631073
163.jpg,2.9476211071014404
164.jpg,2.868086099624634
165.jpg,2.752488374710083
166.jpg,2.9137439727783203
176.jpg,3.0287485122680664
177.jpg,2.421003818511963
178.jpg,2.6183974742889404
179.jpg,2.9379637241363525
180.jpg,2.512239933013916
181.jpg,2.7848494052886963
182.jpg,2.0790536403656006
183.jpg,2.6866400241851807
184.jpg,3.244441270828247
199.jpg,3.6846940517425537
203.jpg,3.295227527618408
204.jpg,2.7294857501983643
206.jpg,3.201629400253296
213.jpg,3.1887786388397217
215.jpg,3.5552878379821777
216.jpg,3.735738754272461
217.jpg,3.5775980949401855
218.jpg,3.643693447113037
219.jpg,3.6142945289611816
220.jpg,3.7207460403442383
221.jpg,3.5411338806152344
222.jpg,3.5615792274475098
223.jpg,3.5035903453826904
224.jpg,3.396272897720337
225.jpg,3.56000018119812
226.jpg,3.565338611602783
227.jpg,3.700814723968506
228.jpg,3.7093405723571777
258.jpg,2.540947198867798
259.jpg,2.0953073501586914
260.jpg,3.000429630279541
261.jpg,2.835508108139038
262.jpg,2.258479118347168
263.jpg,2.459510326385498
264.jpg,2.299736261367798
265.jpg,2.4170215129852295
266.jpg,2.5463438034057617
267.jpg,3.055842399597168
268.jpg,2.3163650035858154
293.jpg,2.3798129558563232
294.jpg,2.5355184078216553
295.jpg,2.928915023803711
296.jpg,2.9502081871032715
297.jpg,2.867671489715576
298.jpg,2.473043203353882
299.jpg,2.5335891246795654
300.jpg,2.8339710235595703
301.jpg,2.797329902648926
302.jpg,2.9400196075439453
303.jpg,2.7385640144348145
304.jpg,2.8794968128204346
305.jpg,2.989384412765503
306.jpg,2.462343215942383
307.jpg,2.741615056991577
353.jpg,2.971341848373413
371.jpg,2.179377317428589
372.jpg,2.470102310180664
373.jpg,2.711179733276367
374.jpg,2.707317590713501
375.jpg,2.5826120376586914
376.jpg,2.8775687217712402
377.jpg,3.1616744995117188
378.jpg,3.1085736751556396
379.jpg,3.1469271183013916
380.jpg,2.7302916049957275
381.jpg,2.6991305351257324
382.jpg,2.744586944580078
383.jpg,2.4127092361450195
404.jpg,2.785231590270996
411.jpg,3.1375832557678223
412.jpg,3.3469953536987305
413.jpg,2.369144916534424
414.jpg,3.0027713775634766
415.jpg,2.769700050354004
416.jpg,2.5121991634368896
417.jpg,3.103757619857788
418.jpg,2.8804867267608643
419.jpg,2.669647216796875
420.jpg,3.127131700515747
421.jpg,2.9544856548309326
422.jpg,2.341294288635254
423.jpg,2.4643051624298096
424.jpg,2.6223976612091064
425.jpg,3.017361640930176
426.jpg,2.750401258468628
427.jpg,2.313398838043213
428.jpg,2.907597064971924
429.jpg,3.4677131175994873
43.jpg,3.1664488315582275
431.jpg,2.824065685272217
432.jpg,2.4124326705932617
433.jpg,3.409538745880127
434.jpg,3.693375825881958
435.jpg,3.4442076683044434
436.jpg,3.4470055103302
437.jpg,2.278545379638672
438.jpg,2.1682753562927246
439.jpg,2.7141201496124268
44.jpg,3.2680482864379883
440.jpg,3.0426859855651855
441.jpg,2.8125288486480713
442.jpg,2.172731876373291
443.jpg,2.7584407329559326
444.jpg,2.818169355392456
445.jpg,2.3283708095550537
446.jpg,2.581848621368408
447.jpg,3.189465284347534
448.jpg,3.0077457427978516
449.jpg,2.911003589630127
450.jpg,2.8322033882141113
452.jpg,2.794461250305176
453.jpg,2.201679229736328
454.jpg,2.283095121383667
455.jpg,2.3973841667175293
456.jpg,2.53009295463562
457.jpg,2.712221384048462
458.jpg,2.723219394683838
459.jpg,3.039881706237793
46.jpg,2.610963821411133
460.jpg,2.779326915740967
461.jpg,2.065678834915161
462.jpg,2.297058582305908
463.jpg,2.9794230461120605
464.jpg,3.2948782444000244
465.jpg,3.0382614135742188
466.jpg,2.591750383377075
467.jpg,2.6224565505981445
468.jpg,2.9696249961853027
47.jpg,3.193786144256592
470.jpg,2.3826661109924316
471.jpg,2.7736473083496094
472.jpg,2.605457305908203
473.jpg,2.3602333068847656
474.jpg,2.5989861488342285
475.jpg,2.344866991043091
476.jpg,2.493617296218872
477.jpg,2.247028350830078
478.jpg,2.5922253131866455
479.jpg,2.781785726547241
48.jpg,3.1339735984802246
480.jpg,2.8136227130889893
481.jpg,2.211394786834717
482.jpg,2.349266767501831
483.jpg,2.97133469581604
484.jpg,3.05279278755188
485.jpg,3.0512795448303223
486.jpg,3.048215627670288
487.jpg,2.923619270324707
488.jpg,3.1053576469421387
489.jpg,3.0150856971740723
49.jpg,3.3998863697052
490.jpg,3.1731326580047607
491.jpg,2.1651759147644043
492.jpg,2.4684882164001465
493.jpg,2.2138891220092773
494.jpg,2.565741539001465
495.jpg,2.7638189792633057
496.jpg,2.21578049659729
497.jpg,2.3029048442840576
498.jpg,2.2492804527282715
499.jpg,2.588632345199585
50.jpg,3.318157434463501
500.jpg,2.812729835510254
501.jpg,2.9433791637420654
504.jpg,3.0831868648529053
506.jpg,2.954677104949951
507.jpg,3.065919876098633
509.jpg,3.2176291942596436
51.jpg,3.2161335945129395
510.jpg,2.422877073287964
511.jpg,2.690463066101074
512.jpg,2.7743427753448486
513.jpg,2.119774341583252
514.jpg,2.31467342376709
515.jpg,2.1357421875
516.jpg,2.5486063957214355
517.jpg,2.762364149093628
518.jpg,2.302931308746338
519.jpg,2.611743211746216
52.jpg,2.1289286613464355
520.jpg,2.689107656478882
521.jpg,2.8262176513671875
522.jpg,2.3951456546783447
523.jpg,2.1048738956451416
524.jpg,2.2953271865844727
525.jpg,2.9865269660949707
526.jpg,3.019500970840454
527.jpg,2.8955228328704834
528.jpg,2.7148475646972656
529.jpg,2.499387741088867
53.jpg,2.2703046798706055
530.jpg,3.0763094425201416
531.jpg,3.011467456817627
532.jpg,3.039320468902588
533.jpg,3.1229543685913086
534.jpg,3.1610610485076904
535.jpg,3.009944200515747
536.jpg,3.0898759365081787
537.jpg,2.949831485748291
538.jpg,2.980844736099243
539.jpg,2.0246920585632324
54.jpg,2.1899919509887695
540.jpg,2.318429470062256
541.jpg,2.2946319580078125
542.jpg,2.294069290161133
543.jpg,2.3696229457855225
544.jpg,2.3027877807617188
545.jpg,2.4299979209899902
546.jpg,2.2225587368011475
547.jpg,2.271817207336426
548.jpg,2.786973476409912
549.jpg,2.170535087585449
55.jpg,3.114865779876709
550.jpg,2.72524094581604
551.jpg,2.478996753692627
552.jpg,2.5273256301879883
553.jpg,2.958818197250366
56.jpg,2.1407225131988525
57.jpg,2.483581781387329
58.jpg,2.2448930740356445
59.jpg,2.1291146278381348
60.jpg,2.627131462097168
602.jpg,2.3602490425109863
603.jpg,2.109872817993164
604.jpg,2.4528441429138184
605.jpg,2.994246482849121
606.jpg,3.0379796028137207
607.jpg,2.1456189155578613
608.jpg,2.8860223293304443
609.jpg,2.824338674545288
61.jpg,2.539936065673828
610.jpg,2.9592342376708984
611.jpg,3.011681079864502
612.jpg,2.9801225662231445
613.jpg,2.918496608734131
614.jpg,1.8442386388778687
615.jpg,2.747095823287964
617.jpg,2.510662078857422
618.jpg,2.93526029586792
62.jpg,2.9092414379119873
620.jpg,3.2334561347961426
621.jpg,2.7430334091186523
622.jpg,2.737854242324829
623.jpg,3.051608085632324
624.jpg,2.8532261848449707
625.jpg,2.9029030799865723
626.jpg,2.0799190998077393
627.jpg,2.4771695137023926
628.jpg,2.616830348968506
629.jpg,1.893944263458252
63.jpg,2.998040199279785
630.jpg,2.6739823818206787
631.jpg,2.1323800086975098
632.jpg,2.6368088722229004
633.jpg,3.000887632369995
634.jpg,2.9853861331939697
638.jpg,3.2216596603393555
639.jpg,3.4242143630981445
64.jpg,2.659559965133667
640.jpg,3.4492669105529785
641.jpg,3.0977680683135986
642.jpg,2.790158271789551
644.jpg,2.3043622970581055
645.jpg,2.5989105701446533
646.jpg,2.6087088584899902
647.jpg,2.558779239654541
648.jpg,2.766887664794922
649.jpg,3.1007943153381348
65.jpg,2.221959114074707
650.jpg,2.8802647590637207
651.jpg,2.390927791595459
652.jpg,2.7686100006103516
653.jpg,2.457644462585449
654.jpg,3.035393238067627
655.jpg,3.046461820602417
656.jpg,3.3049890995025635
657.jpg,2.7871968746185303
658.jpg,3.082115888595581
659.jpg,3.3982603549957275
66.jpg,2.6321520805358887
660.jpg,3.3745481967926025
661.jpg,3.537355899810791
662.jpg,3.520644187927246
663.jpg,3.5666942596435547
664.jpg,3.6399145126342773
665.jpg,3.4483470916748047
666.jpg,2.386622428894043
667.jpg,2.417874813079834
668.jpg,2.6605749130249023
669.jpg,2.233471393585205
67.jpg,2.318981647491455
670.jpg,1.9460314512252808
671.jpg,2.1353187561035156
672.jpg,2.3359498977661133
673.jpg,2.664504051208496
674.jpg,2.654374122619629
675.jpg,2.819639205932617
676.jpg,1.974682092666626
677.jpg,2.248194694519043
678.jpg,2.6294076442718506
