filename,attractiveness_score
679.jpg,2.726895809173584
68.jpg,2.4930334091186523
680.jpg,2.6975908279418945
681.jpg,2.3132505416870117
682.jpg,2.5903897285461426
683.jpg,2.9200427532196045
684.jpg,2.7373602390289307
685.jpg,2.8741190433502197
687.jpg,3.302330255508423
688.jpg,3.5062923431396484
689.jpg,3.3493943214416504
69.jpg,2.5838167667388916
693.jpg,3.4849114418029785
696.jpg,3.421823024749756
697.jpg,3.5420427322387695
698.jpg,3.6150870323181152
70.jpg,2.3247010707855225
700.jpg,3.581066846847534
701.jpg,3.6451549530029297
704.jpg,2.4382569789886475
705.jpg,3.1109206676483154
706.jpg,3.115332841873169
707.jpg,3.232194662094116
708.jpg,3.1511077880859375
709.jpg,3.115809679031372
71.jpg,2.4626080989837646
710.jpg,2.808070659637451
711.jpg,2.779289722442627
712.jpg,2.7835307121276855
713.jpg,2.850452184677124
714.jpg,2.284937858581543
715.jpg,2.113837242126465
716.jpg,2.365536689758301
717.jpg,2.3654942512512207
718.jpg,2.7351982593536377
719.jpg,3.1289613246917725
72.jpg,2.725022315979004
720.jpg,2.766275405883789
721.jpg,3.070755958557129
722.jpg,2.9874303340911865
723.jpg,3.2877697944641113
724.jpg,2.08060884475708
725.jpg,2.5047149658203125
726.jpg,2.5951287746429443
727.jpg,1.9014910459518433
728.jpg,2.5739521980285645
729.jpg,2.8878087997436523
73.jpg,2.8787407875061035
730.jpg,3.148909330368042
731.jpg,3.2925267219543457
732.jpg,2.609065294265747
733.jpg,2.31904935836792
734.jpg,2.7286672592163086
735.jpg,2.7454159259796143
736.jpg,2.4586682319641113
737.jpg,2.10395884513855
738.jpg,2.5829477310180664
739.jpg,1.9178558588027954
74.jpg,3.0777015686035156
740.jpg,2.3848764896392822
742.jpg,2.4250173568725586
743.jpg,2.4368882179260254
744.jpg,3.145434856414795
745.jpg,3.079934597015381
746.jpg,3.213686466217041
747.jpg,3.0087575912475586
748.jpg,2.5733754634857178
75.jpg,3.1381168365478516
750.jpg,3.590679883956909
751.jpg,3.3421812057495117
752.jpg,2.6469712257385254
753.jpg,3.611783504486084
756.jpg,2.9937264919281006
757.jpg,3.132204532623291
758.jpg,3.179795980453491
759.jpg,3.26899790763855
76.jpg,2.9277267456054688
760.jpg,2.8328499794006348
761.jpg,3.4934117794036865
762.jpg,3.206637382507324
763.jpg,3.1426448822021484
764.jpg,2.974276304244995
765.jpg,2.674410581588745
766.jpg,2.456376791000366
767.jpg,2.6314809322357178
768.jpg,2.85408353805542
769.jpg,2.8363685607910156
77.jpg,2.894059181213379
770.jpg,2.910757064819336
771.jpg,2.53635311126709
772.jpg,2.557804822921753
773.jpg,2.6953284740448
774.jpg,2.4729082584381104
775.jpg,2.384512424468994
776.jpg,2.174252986907959
777.jpg,2.6294422149658203
778.jpg,2.179593801498413
779.jpg,2.6118173599243164
78.jpg,2.214247226715088
780.jpg,2.660989284515381
781.jpg,1.9884982109069824
782.jpg,2.113605260848999
783.jpg,2.769481897354126
784.jpg,2.34759259223938
785.jpg,2.2449281215667725
786.jpg,2.679293394088745
787.jpg,3.033524513244629
788.jpg,2.3886661529541016
789.jpg,2.1358509063720703
79.jpg,2.677367925643921
790.jpg,2.0279932022094727
791.jpg,2.3285999298095703
792.jpg,2.395458936691284
793.jpg,2.35545015335083
794.jpg,2.270116090774536
795.jpg,2.3273394107818604
796.jpg,2.518160820007324
797.jpg,2.2831313610076904
798.jpg,2.810718536376953
799.jpg,2.009746789932251
80.jpg,3.099252223968506
800.jpg,2.2298896312713623
801.jpg,2.757852792739868
802.jpg,2.214250326156616
803.jpg,2.6635324954986572
804.jpg,2.433894395828247
805.jpg,2.855889320373535
806.jpg,2.793098211288452
807.jpg,2.9520606994628906
808.jpg,2.7603490352630615
809.jpg,2.9201459884643555
81.jpg,3.341259241104126
810.jpg,2.2934985160827637
811.jpg,2.535050392150879
812.jpg,2.161898136138916
813.jpg,2.4311790466308594
814.jpg,2.179699420928955
815.jpg,2.474771499633789
816.jpg,2.837127923965454
817.jpg,2.9119038581848145
818.jpg,2.051180362701416
819.jpg,2.293804168701172
82.jpg,3.473391532897949
820.jpg,2.5038743019104004
821.jpg,2.5213563442230225
822.jpg,2.886230945587158
823.jpg,2.8212149143218994
824.jpg,2.5241918563842773
825.jpg,2.6931192874908447
826.jpg,2.583696126937866
827.jpg,2.7210235595703125
828.jpg,2.8905460834503174
829.jpg,2.7637338638305664
83.jpg,3.0628063678741455
830.jpg,2.4768099784851074
831.jpg,2.2788450717926025
832.jpg,2.533909559249878
833.jpg,2.7726216316223145
834.jpg,2.888373851776123
835.jpg,2.866285562515259
836.jpg,3.1864078044891357
837.jpg,3.1587882041931152
838.jpg,3.0371651649475098
839.jpg,1.960549235343933
84.jpg,3.1180689334869385
840.jpg,2.5911264419555664
841.jpg,2.981943368911743
842.jpg,3.3315539360046387
843.jpg,2.9318313598632812
844.jpg,2.5488390922546387
845.jpg,2.9472200870513916
846.jpg,2.0166380405426025
847.jpg,2.45263409614563
848.jpg,2.895873785018921
849.jpg,3.2878386974334717
85.jpg,3.437648296356201
850.jpg,3.4728336334228516
851.jpg,3.4354186058044434
852.jpg,3.570272922515869
853.jpg,2.93521785736084
854.jpg,3.1526362895965576
855.jpg,3.039120674133301
856.jpg,3.216911792755127
857.jpg,3.0613455772399902
858.jpg,3.325774669647217
859.jpg,3.45828914642334
86.jpg,3.3172905445098877
860.jpg,2.8142168521881104
861.jpg,3.278157949447632
862.jpg,3.37275767326355
863.jpg,3.773160934448242
864.jpg,3.487278461456299
865.jpg,3.2602057456970215
866.jpg,3.2805683612823486
867.jpg,3.2559030055999756
868.jpg,3.548238754272461
869.jpg,3.7988123893737793
87.jpg,3.5084526538848877
870.jpg,3.4479622840881348
871.jpg,2.5439612865448
873.jpg,2.5121500492095947
874.jpg,2.5961928367614746
875.jpg,1.962317705154419
876.jpg,2.483506679534912
877.jpg,2.927902936935425
878.jpg,3.2001352310180664
879.jpg,3.711073875427246
88.jpg,3.444913387298584
880.jpg,3.9036426544189453
89.jpg,3.1092376708984375
897.jpg,3.491215229034424
898.jpg,3.11612606048584
899.jpg,2.921365737915039
90.jpg,3.293189287185669
900.jpg,3.134403705596924
904.jpg,3.4898264408111572
905.jpg,2.838412284851074
906.jpg,2.854107141494751
907.jpg,2.853231191635132
908.jpg,2.830322027206421
909.jpg,2.838541030883789
91.jpg,3.335240125656128
910.jpg,2.9686331748962402
911.jpg,2.563164710998535
912.jpg,2.60361385345459
913.jpg,2.3745927810668945
914.jpg,2.9255740642547607
915.jpg,2.451627731323242
916.jpg,2.0156805515289307
917.jpg,2.3683695793151855
918.jpg,2.666818141937256
919.jpg,2.690570831298828
92.jpg,2.844773054122925
920.jpg,2.931485414505005
921.jpg,2.2636847496032715
922.jpg,2.2447447776794434
923.jpg,2.500018835067749
924.jpg,2.0992467403411865
925.jpg,2.484694480895996
926.jpg,2.9339816570281982
927.jpg,3.0811994075775146
928.jpg,3.2873902320861816
929.jpg,3.050144672393799
93.jpg,2.922913074493408
930.jpg,3.603505849838257
931.jpg,3.297943115234375
932.jpg,3.313354015350342
933.jpg,3.5336780548095703
934.jpg,3.6263484954833984
935.jpg,3.732217311859131
936.jpg,2.5441997051239014
937.jpg,2.9651386737823486
938.jpg,2.8240439891815186
939.jpg,2.9485836029052734
94.jpg,3.0014288425445557
940.jpg,2.746202230453491
941.jpg,2.6235175132751465
942.jpg,2.5335288047790527
943.jpg,2.930335521697998
944.jpg,2.4016315937042236
945.jpg,2.8553507328033447
946.jpg,2.4972798824310303
947.jpg,2.138397216796875
948.jpg,2.7153265476226807
95.jpg,2.3476288318634033
950.jpg,2.16341495513916
951.jpg,2.187187910079956
952.jpg,2.5488407611846924
958.jpg,2.2179479598999023
959.jpg,2.8289222717285156
96.jpg,2.9495770931243896
960.jpg,3.125406503677368
961.jpg,2.375425100326538
962.jpg,3.3328194618225098
967.jpg,3.1921310424804688
968.jpg,3.1295166015625
97.jpg,2.3244588375091553
970.jpg,3.1458704471588135
975.jpg,2.8694519996643066
979.jpg,3.2104737758636475
98.jpg,2.5637106895446777
985.jpg,2.9682369232177734
986.jpg,2.4548492431640625
987.jpg,2.9850053787231445
988.jpg,3.26572847366333
989.jpg,3.2180347442626953
99.jpg,2.190962791442871
990.jpg,2.113494873046875
991.jpg,2.561553716659546
992.jpg,2.4182071685791016
993.jpg,2.8040215969085693
994.jpg,2.7209954261779785
995.jpg,2.720512628555298
996.jpg,2.6279637813568115
997.jpg,2.513519048690796
998.jpg,2.7421939373016357
999.jpg,2.8086204528808594
